University,Features
Spring Arbor University,Spring Arbor University at Alpena 665 Johnson St Alpena MI 49707
Spring Arbor University,Spring Arbor University at Battle Creek 70 W Michigan Ave Suite 200 Battle Creek MI 49017
Spring Arbor University,Spring Arbor University at Bay City 4228 Two Mile Rd Bay City MI 48706
Spring Arbor University,Spring Arbor University at Glen Oaks Community College 62249 Shimmell Road Centreville MI 49032
Spring Arbor University,Spring Arbor University at MetroDetroit 23400 Michigan Ave Suite P20 Dearborn MI 48124
Spring Arbor University,Spring Arbor University at Citadel of Faith Covenant Church 1419 W Warren Detroit MI 48208
Spring Arbor University,Spring Arbor University at Flint 4458 Oak Bridge Dr Flint MI 48532
Spring Arbor University,Spring Arbor University at Terra Community College 2830 Napoleon Road Fremont OH 434209670
Spring Arbor University,Spring Arbor University at Gaylord 80 Livingston Blvd Gaylord MI 49735
Spring Arbor University,Spring Arbor University at Grand Rapids 1550 E Beltline SE Suite 230 Grand Rapids MI 49506
Spring Arbor University,Spring Arbor University at Michindoh Conference Center 4545 E Bacon Rd Hillsdale MI 49242
Spring Arbor University,Spring Arbor University at Howell Holiday Inn Express Howell MI 48855
Spring Arbor University,Spring Arbor University at Ionia Montcalm CC Ionia Center Ionia MI 48846
Spring Arbor University,Spring Arbor University at Jackson 113 W Michigan Ave Suite 201 Jackson MI 49201
Spring Arbor University,Spring Arbor University at Kalamazoo 3497 South 9th St Suite A Kalamazoo MI 49009
Spring Arbor University,Spring Arbor University at MetroToledo 7495 Secor Rd Lambertville MI 48144
Spring Arbor University,Spring Arbor University at Lansing 4202 Collins Road Suite 100 Lansing MI 48910
Spring Arbor University,Spring Arbor University at Lake Michigan College Bertrand Crossing Campus 1905 Found Drive Niles MI 491208988
Spring Arbor University,Spring Arbor University at Petoskey 1515 Howard St Petoskey MI 49770
Spring Arbor University,Spring Arbor University at Davis College 4747 Monroe St Toledo OH 43623
Spring Arbor University,Spring Arbor University at Traverse City 2200 Dendrinos Dr Suite 200E Traverse City MI 49684
Spring Arbor University,Spring Arbor University at Troy 667 E Big Beaver Rd Troy MI 48083
Spring Arbor University,Spring Arbor University at Watervliet Community Hospital 400 Medical Park Drive Watervliet MI 49098
Spring Arbor University,Spring Arbor University at SW Grand Rapids Hampton Inn 755 54th Wyoming MI 49509
Spring Arbor University,Spring Arbor University at Grand Rapids 2620 Horizon Dr SE Grand Rapids MI 49546
State College of Beauty Inc,State College of Beauty Inc 4567 Washtenaw Street Ann Arbor MI 48108
Michigan Career and Technical Institute,Michigan Career and Technical Institute 11611 West Pine Lake Road Plainwell MI 490809254
Finlandia University,Finlandia University 601 Quincy St Hancock MI 499301882
Western Michigan University Thomas M Cooley Law School,Western Michigan University Thomas M Cooley Law School 300 S Capitol Ave Lansing MI 48901
Western Michigan University Thomas M Cooley Law School,Thomas M Cooley Law School  Grand Rapids Campus 111 Commerce Avenue SW Grand Rapids MI 49503
Western Michigan University Thomas M Cooley Law School,Thomas M Cooley Law School  Oakland County Campus 2630 Featherstone Auburn Hills MI 48326
Western Michigan University Thomas M Cooley Law School,Thomas M Cooley Law School  Ann Arbor 3475 Plymouth Road Ann Arbor MI 481052550
Western Michigan University Thomas M Cooley Law School,Thomas M Cooley Law School Tampa Bay Campus 9401 Camden Field Parkway Riverview FL 33578
Western Michigan University Thomas M Cooley Law School,Western Michigan University Thomas M Cooley Law School  Kalamazoo Location 1903 West Michigan Avenue Kalamazoo MI 490085433
Twin City Beauty College,Twin City Beauty College 2600 Lincoln Avenue Saint Joseph MI 49085
Twin City Beauty College,Tulip City Beauty College 500 East 8th Street Suite 500 Holland MI 49423
Twin City Beauty College,Michiana Beauty College 7321 Heritage Square Drive Suite 160 Granger IN 46530
Twin City Beauty College,Traverse City Beauty College 920 Hastings Traverse City MI 49686
Virginia Farrell Beauty School,Virginia Farrell Beauty School 23620 Harper Rd Saint Clair Shores MI 48080
Virginia Farrell Beauty School,Virginia Farrell Beauty School 34580 Ford Rd Westland MI 48185
Virginia Farrell Beauty School,Virginia Farrell Beauty School 22925 Woodward Ave Ferndale MI 48220
Walsh College of Accountancy and Business Administration,Walsh College of Accountancy and Business Administration 3838 Livernois Troy MI 480835048
Walsh College of Accountancy and Business Administration,Walsh College of Accountancy and Business Administration  Novi Campus 41500 Gardenbrook Road Novi MI 483751313
Walsh College of Accountancy and Business Administration,Walsh College of Accountancy and Business Administration  University Center 44575 Garfield Road Clinton Township MI 48038
Walsh College of Accountancy and Business Administration,Walsh College of Accountancy and Business Administration at Wayne County Community College District WCCCD University Center 19305 Vernier Road Harper Woods MI 48225
Walsh College of Accountancy and Business Administration,Walsh College of Accountancy and Business Administration at St Clair County Community College SC4 University Center 323 Erie Street Port Huron MI 480615015
Walsh College of Accountancy and Business Administration,Walsh College of Accountancy and Business Administration at United States Army TACOM Tank Automotive Command Headquarters 6501 East 11 Mile Road Warren MI 483975000
Washtenaw Community College,Washtenaw Community College 4800 E Huron River Dr Ann Arbor MI 481061610
Washtenaw Community College,Northern Regional Centers Not available Brighton MI 48116
Washtenaw Community College,Western Regional Center Jackson Rd Ann Arbor MI 48104
Washtenaw Community College,Eatern Regional Center Harriet St Ypsilanti MI 48197
Wayne County Community College District,Wayne County Community College District 801 W Fort St Detroit MI 48226
Wayne County Community College District,Wayne County Community College  Northwest Campus 8551 Greenfield Detroit MI 48228
Wayne County Community College District,Wayne County Community College District  Western Campus 9555 Haggerty Belleville MI 48111
Wayne County Community College District,Wayne County Community College District  Downtown Campus 1001 West Fort Street Detroit MI 48226
Wayne County Community College District,Wayne County Community College District  Downriver Campus 21000 Northline Road Taylor MI 48180
Wayne State University,Wayne State University 656 West Kirby Street Detroit MI 48202
Wayne State University,Wayne State University at Macomb Education Center 16480 Hall Road Clinton Township MI 48038
Wayne State University,Wayne State University at University Center at Macomb 44575 Garfield Road Clinton Township MI 48038
Wayne State University,Wayne State University at Dearborn School District 18500 Oakwood Blvd Dearborn MI 48124
Wayne State University,Wayne State University at Ford Motor Company 19000 Hubbard Dearborn MI 48126
Wayne State University,Wayne State University at Focus Hope 1400 Oakman Blvd Detroit MI 48238
Wayne State University,Wayne State University at Oakland Center 33737 W 12 Mile Road Farmington Hills MI 48331
Wayne State University,Wayne State University at St Clair County Community College 323 Erie St Port Huron MI 48060
Wayne State University,Wayne State University at Advanced Technology and Education Center 14500 East Twelve Mile Road Warren MI 48088
Wayne State University,Wayne State University at Wyandotte Public Schools 1275  15th Street Wyandotte MI 48192
Wayne State University,Wayne State University at Oakland Community College 2900 Featherstone Road Auburn Hills MI 48326
Wayne State University,Wayne State University at Wayne RESA 33500 Van Born Wayne MI 48184
Wayne State University,Wayne State University at US Steel 4425 W Jefferson Avenue Ecorse MI 48229
Wayne State University,Wayne State University at Schoolcraft Center 18600 Haggerty Road Livonia MI 48152
Wayne State University,Wayne State University at Advanced Technology and Education Center 14601 East Twelve Mile Road Warren MI 48088
Wayne State University,Wyandotte Public Schools 540 Eureka Road Wyandotte MI 48192
Wayne State University,Oakland Community College 27055 Orchard Lake Rd Farmington Hills MI 48334
Wayne State University,Dearborn School District 18700 Audette Dearborn MI 48124
Wayne State University,Detroit Public Schools Community District 3011 W Grand Blvd Detroit MI 48202
Wayne State University,Ford Motor Company 15011 Commerce Drive South Dearborn MI 48120
Wayne State University,Hamtramck Public Schools 3201 Roosevelt Hamtramck MI 48212
Wayne State University,Macomb ISD 44001 Garfield Road Clinton Township MI 48038
Wayne State University,MelvindaleNorthern Allen Park Public Schools 18530 Prospect Street Melvindale MI 48122
Wayne State University,New Paradigm for Education Detroit Edison Public School Academy 1903 Wilkins Street Detroit MI 48207
Wayne State University,Troy School District 4400 Livernois Road Troy MI 48098
Wayne State University,Wayne State University Mike Ilitch School of Business 2771 Woodward Detroit MI 48202
West Shore Community College,West Shore Community College 3000 N Stiles Rd Scottville MI 494540277
West Shore Community College,West Shore Community College at Manistee County Education Center 1465 E Parkdale Manistee MI 49660
West Shore Community College,Public Safety Training Center 6050 North US 31 Free Soil MI 49411
Western Michigan University,Western Michigan University 1903 West Michigan Avenue Kalamazoo MI 490085167
Western Michigan University,Western Michigan University at Battle Kendall Center 50 W Jackson Battle Creek MI 49017
Western Michigan University,Western Michigan University at Grand Rapids The Graduate CenterBeltline 2333 East Beltline Avenue SE Grand Rapids MI 49546
Western Michigan University,Lansing Regional Center 6105 West St Joseph Highway Suite 205 Lansing MI 489174850
Western Michigan University,Western Michigan University at Muskegon 221 S Quarterline Road Muskegon MI 494421783
Western Michigan University,Western Michigan University at Traverse City NMC University Center 2200 Dendrinos Dr Ste 200B Traverse City MI 49684
Western Michigan University,Southwest Regional Center 2510 Lakeview Ave St Joseph MI 49085
Western Michigan University,Western Michigan University at Grand Rapids The Graduate CenterDowntown 200 Ionia Avenue SW Grand Rapids MI 49503
Western Michigan University,Holland Regional Center 100 East 8th Street Holland MI 49423
Western Michigan University,Western Michigan University at Ferris State University 1201 S State St CCS 3001 Big Rapids MI 493072737
Western Michigan University,Western Michigan University at Northern Michigan University 1401 Presque Isle Ave Marquette MI 498555301
Western Michigan University,Western Michigan University at Saginaw Public School District 1505 Ottawa Blvd Saginaw MI 48602
Western Michigan University,Western Michigan University at MetroDetroit  Royal Oak 739 S Washington Royal Oak MI 480673898
Western Michigan University,Western Michigan University at MetroDetroit  Southfield 22322 Rutland Dr Southfield MI 480754793
Western Michigan University,Western Michigan University at Borgess Medical Center 1521 Gull Road Kalamazoo MI 49048
Western Michigan University,Western Michigan University at Bronson Hospital 601 John Street Kalamazoo MI 49007
Western Michigan University,Western Michigan University at Parker Hannifin Corporation 2220 Palmer Avenue Kalamazoo MI 49001
Western Michigan University,Western Michigan University at Wayne County Community College 19305 Vernier Road Harper Woods MI 48225
